Sport,ns1:Id,StartTime,ns1:TotalTimeSeconds,ns1:DistanceMeters,ns1:MaximumSpeed,ns1:Calories,ns1:Value(lap平均心率),ns1:Value2(最高心率),ns1:Intensity,ns1:TriggerMethod,ns1:Time,ns1:DistanceMeters3,ns1:Value4(Heart Rate),ns2:Speed,ns1:LatitudeDegrees(緯度),ns1:LongitudeDegrees(經度),ns1:AltitudeMeters(海拔高度),ns2:AvgSpeed,ns1:Name,ns1:UnitId,ns1:ProductID,ns1:VersionMajor,ns1:VersionMinor,ns1:BuildMajor,ns1:BuildMinor,ns1:Name5,ns1:VersionMajor6,ns1:VersionMinor7,ns1:BuildMajor8,ns1:BuildMinor9,ns1:LangID,ns1:PartNumber
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:25:39.000Z,0,91,,,,,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:25:52.000Z,22.03000069,91,1.618000031,25.08088346,121.5804874,19.79999924,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:25:55.000Z,45.90999985,94,2.338999987,25.08067533,121.580534,18.60000038,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:26:02.000Z,70.34999847,97,3.878000021,25.08051683,121.5804965,17.60000038,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:26:06.000Z,96.23000336,100,3.855999947,25.08044265,121.5802539,16.79999924,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:26:10.000Z,122.1800003,102,5.43200016,25.08037778,121.5800102,16.20000076,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:26:13.000Z,147.2700043,105,6.403999805,25.08034576,121.5797643,16,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:26:16.000Z,168.4799957,108,7.410999775,25.08030837,121.5795581,16,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:26:20.000Z,194.8399963,110,7.068999767,25.08034986,121.57931,15.80000019,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:26:24.000Z,215.2599945,110,6.657000065,25.08041457,121.5791218,15,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:26:29.000Z,236.75,109,5.001999855,25.08049269,121.5789277,15,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:26:33.000Z,262.8900146,110,4.703999996,25.08057886,121.5786902,14.19999981,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:26:37.000Z,288.7600098,111,6.21600008,25.08062957,121.5784408,13.60000038,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:26:42.000Z,313.5799866,111,5.585999966,25.0806724,121.5781991,14.19999981,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:26:49.000Z,333.7000122,110,3.611999989,25.08067391,121.5780054,15.19999981,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:26:54.000Z,357.4500122,110,3.881999969,25.08077826,121.5778048,16.20000076,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:00.000Z,382.2099915,111,4.409999847,25.08087675,121.5775879,17.39999962,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:05.000Z,404.0499878,108,4.639999866,25.08093886,121.5773825,18,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:09.000Z,424.1000061,109,4.519000053,25.08101103,121.5772057,18,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:13.000Z,444.5499878,111,4.869999886,25.08107155,121.5770152,18,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:17.000Z,465.8500061,111,5.519999981,25.08110206,121.5768095,16.39999962,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:20.000Z,488.730011,112,5.873000145,25.08117464,121.5765969,14,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:23.000Z,515.3699951,114,6.952000141,25.08128587,121.5763628,11.60000038,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:28.000Z,541.8499756,114,7.107999802,25.08143339,121.5761643,10.60000038,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:31.000Z,563,114,6.339000225,25.08149324,121.5759651,11,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:35.000Z,589.8200073,112,6.690999985,25.08158905,121.5757227,11.80000019,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:38.000Z,619.4899902,110,7.093999863,25.08167035,121.5754422,11,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:41.000Z,642.4400024,110,8.19699955,25.0817198,121.5752209,11.60000038,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:44.000Z,665.4899902,111,7.882999897,25.08176347,121.5749976,12.39999962,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:47.000Z,688.9400024,112,7.794000149,25.0818307,121.5747784,12.80000019,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:50.000Z,709.1500244,112,7.686999798,25.08187596,121.5745842,13.80000019,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:54.000Z,729.6900024,115,6.836999893,25.08191762,121.5743857,14.19999981,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:27:58.000Z,751.5499878,115,5.808000088,25.08192918,121.5741744,15,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:01.000Z,771.8900146,118,5.842999935,25.08199825,121.5739897,15.39999962,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:03.000Z,785.4500122,115,6.041999817,25.08200596,121.5738555,15.60000038,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:07.000Z,809.6099854,115,6.309999943,25.08205273,121.5736216,15,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:11.000Z,833.7199707,116,5.992000103,25.08212993,121.5733981,14.19999981,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:15.000Z,859.210022,117,6.123000145,25.08216153,121.573148,14,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:18.000Z,880.5,118,6.294000149,25.08223764,121.5729593,14.80000019,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:21.000Z,904.7000122,118,6.736999989,25.08232573,121.5727414,14.60000038,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:24.000Z,927.2199707,116,7.578000069,25.08239153,121.5725301,14,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:27.000Z,947.3300171,115,7.342999935,25.08244542,121.5723397,14,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:30.000Z,968.5,113,7.013999939,25.08250376,121.5721405,14,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:33.000Z,991.6900024,112,7.265999794,25.0825704,121.5719229,14.80000019,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:36.000Z,1014.929993,113,7.43200016,25.08263896,121.5717051,15.19999981,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:40.000Z,1040.140015,113,7.166999817,25.08269344,121.5714637,16.39999962,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:44.000Z,1064.359985,112,6.428999901,25.0826714,121.5712289,16.20000076,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:47.000Z,1081.530029,109,6.19299984,25.08257048,121.5711109,16.79999924,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:52.000Z,1105.859985,107,5.215000153,25.08235523,121.5710732,18.60000038,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:28:59.000Z,1132.25,108,3.986999989,25.08225859,121.57093,17.79999924,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:29:02.000Z,1154.439941,107,4.242000103,25.08232581,121.5707239,15.19999981,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:29:05.000Z,1176.73999,109,6.138999939,25.08236856,121.5705076,13.19999981,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:29:09.000Z,1200.839966,111,6.906000137,25.08240804,121.5702969,13,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:29:14.000Z,1224.47998,112,5.728000164,25.08221157,121.5702409,14.19999981,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:29:17.000Z,1249.550049,111,5.625,25.08199825,121.5701605,14.19999981,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:29:25.000Z,1272.119995,112,3.796000004,25.08196305,121.5699575,14,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:29:29.000Z,1296.339966,110,3.673000097,25.08202164,121.569726,13.60000038,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:29:33.000Z,1317.76001,108,5.127999783,25.0821156,121.5695414,12.60000038,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:29:39.000Z,1338.630005,105,4.309999943,25.08222221,121.5693902,12.60000038,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:29:45.000Z,1353.280029,101,2.592999935,25.08224962,121.5692503,12,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:29:58.000Z,1373.48999,100,1.603999972,25.08229195,121.569076,11.80000019,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:30:08.000Z,1394.869995,101,1.606999993,25.08223613,121.5689332,11.80000019,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:30:12.000Z,1417.22998,103,3.108999968,25.08223864,121.5687157,12,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:30:15.000Z,1443.469971,105,4.657000065,25.08223512,121.5684552,12,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:30:18.000Z,1469.079956,105,6.624000072,25.08218776,121.5682068,12.39999962,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:30:21.000Z,1492.76001,106,7.511000156,25.08219078,121.5679721,13.39999962,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:30:25.000Z,1514.829956,107,7.632999897,25.08222037,121.5677565,14.39999962,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:30:28.000Z,1537.969971,107,6.589000225,25.08225792,121.5675334,14.60000038,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:30:31.000Z,1563.5,107,6.914000034,25.08228541,121.5672827,14.19999981,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:30:34.000Z,1585,109,7.316999912,25.08228952,121.5670694,13.39999962,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:30:38.000Z,1608.380005,111,7.284999847,25.08235188,121.5668498,13.19999981,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:25:39.000Z,298.754,1609,8.19699955,30,108,118,Active,Manual,2024-09-04T12:30:39.000Z,1614.76001,111,7.15199995,25.0823544,121.5667865,13,5.386000156,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:30:40.000Z,336.355,1609,9.329999924,36,113,126,Active,Manual,2024-09-04T12:30:42.000Z,1637.23999,112,6.879000187,25.08234224,121.5665659,12.19999981,4.78399992,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:30:40.000Z,336.355,1609,9.329999924,36,113,126,Active,Manual,2024-09-04T12:30:45.000Z,1661.77002,112,7.19299984,25.082344,121.5663232,12,4.78399992,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:30:40.000Z,336.355,1609,9.329999924,36,113,126,Active,Manual,2024-09-04T12:30:48.000Z,1688.410034,113,8.093000412,25.08237393,121.5660613,14,4.78399992,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:30:40.000Z,336.355,1609,9.329999924,36,113,126,Active,Manual,2024-09-04T12:30:51.000Z,1716.369995,114,8.430000305,25.0823932,121.5657863,15,4.78399992,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:30:40.000Z,336.355,1609,9.329999924,36,113,126,Active,Manual,2024-09-04T12:30:53.000Z,1737.380005,115,8.737000465,25.08241718,121.5655793,15,4.78399992,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:30:40.000Z,336.355,1609,9.329999924,36,113,126,Active,Manual,2024-09-04T12:30:56.000Z,1762.819946,115,9.262000084,25.08251793,121.5653543,13.60000038,4.78399992,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:30:40.000Z,336.355,1609,9.329999924,36,113,126,Active,Manual,2024-09-04T12:31:00.000Z,1789.72998,114,8.083999634,25.08258959,121.5651006,13.39999962,4.78399992,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:30:40.000Z,336.355,1609,9.329999924,36,113,126,Active,Manual,2024-09-04T12:31:03.000Z,1813.77002,112,7.768000126,25.08268062,121.5648841,14,4.78399992,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:30:40.000Z,336.355,1609,9.329999924,36,113,126,Active,Manual,2024-09-04T12:31:07.000Z,1839.76001,112,7.348999977,25.08281238,121.5646819,14.80000019,4.78399992,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
Biking,2024-09-04T12:25:39.000Z,2024-09-04T12:30:40.000Z,336.355,1609,9.329999924,36,113,126,Active,Manual,2024-09-04T12:31:10.000Z,1862.040039,113,6.953999996,25.08290341,121.564485,14.80000019,4.78399992,vívosmart 4,3342354080,3218,5,20,0,0,Connect Api,0,0,0,0,en,006-D2449-00
